channel_name,video_id,video_title,published_datetime,duration,view_count,like_count,dislike_count,comment_count,description,thumbnail_url
@unboxtherapy,hPf2qu5U6F8,The First Snapdragon ELITE Smartphone...,2024-11-14T18:05:21Z,PT8M53S,976619,26989,0,445,"The realme GT 7 Pro…The first Snapdragon 8 Elite flagship device. 

#realmegt7pro  #First8EliteFlagship #DarkHorseofAI @realmeglobalofficial 

Thanks to realme for partnering on this video.

FOLLOW ME IN THESE PLACES FOR UPDATES
Twitter - http://twitter.com/unboxtherapy
Instagram - http://instagram.com/unboxtherapy
TikTok - http://tiktok.com/@unboxtherapyofficial",https://i.ytimg.com/vi/hPf2qu5U6F8/hqdefault.jpg
@unboxtherapy,QptbdEci-m8,Unboxing The 8K Action Camera,2024-10-22T13:28:35Z,PT9M11S,1122896,16570,0,281,"Check out the New Ace Pro 2 Here - https://bit.ly/UnboxTherapy-AP2
@insta360; #Insta360; #Insta360AcePro2

Thanks to Insta360 for partnering on this video. 

FOLLOW ME IN THESE PLACES FOR UPDATES
Twitter - http://twitter.com/unboxtherapy
Instagram - http://instagram.com/unboxtherapy
TikTok - http://tiktok.com/@unboxtherapyofficial",https://i.ytimg.com/vi/QptbdEci-m8/hqdefault.jpg
@unboxtherapy,_ybbXIksjUk,AirPods 4 vs AirPods 4 Noise Cancellation,2024-10-02T14:06:57Z,PT10M25S,911550,22513,0,288,"Apple AirPods 4 vs Apple AirPods 4 with Active Noise Cancelling. What's the difference between the 2 new AirPods for 2024.

Thanks to EarFun for partnering on this video.
Regular price: $89.99
Discount code EAP4NCUT for 30% OFF

Amazon US: https://www.amazon.com/dp/B0D5M9SH1X
Amazon UK: https://www.amazon.co.uk/dp/B0D5M9SH1X
Amazon DE: https://www.amazon.de/dp/B0D5M9SH1X
Official web: https://www.myearfun.com/headphones/earfun-air-pro-4-adaptive-anc-true-wireless-earbuds-black

Latercase AirPods - https://latercase.com/collections/airpods-cases

FOLLOW ME IN THESE PLACES FOR UPDATES
Twitter - http://twitter.com/unboxtherapy
Instagram - http://instagram.com/unboxtherapy
TikTok - http://tiktok.com/@unboxtherapyofficial",https://i.ytimg.com/vi/_ybbXIksjUk/hqdefault.jpg
@unboxtherapy,G7o7Qz08RrI,Unboxing The Vivo V40 Pro,2024-10-01T19:14:27Z,PT8M5S,1242871,32225,0,296,"Learn more about the new Vivo V40 Pro: https://www.vivo.com/en/products/v40

Thanks to Vivo for partnering on this video.

FOLLOW ME IN THESE PLACES FOR UPDATES
Twitter - http://twitter.com/unboxtherapy
Instagram - http://instagram.com/unboxtherapy
TikTok - http://tiktok.com/@unboxtherapyofficial",https://i.ytimg.com/vi/G7o7Qz08RrI/hqdefault.jpg
@unboxtherapy,PCEmUPqSK4k,Like a Gaming Phone but HUGE,2024-09-29T14:55:46Z,PT7M32S,1165964,25220,0,565,"Learn more about The REDMAGIC Nova Gaming Tablet: https://na.redmagic.gg/pages/redmagic-nova-gaming-tablet/

Thanks to REDMAGIC for partnering on this video.

FOLLOW ME IN THESE PLACES FOR UPDATES
Twitter - http://twitter.com/unboxtherapy
Instagram - http://instagram.com/unboxtherapy
TikTok - http://tiktok.com/@unboxtherapyofficial",https://i.ytimg.com/vi/PCEmUPqSK4k/hqdefault.jpg
@Dave2D,b4x8boB2KdI,M4 MacBook Pro Review - Things to Know,2024-11-07T15:06:46Z,PT6M1S,696791,20130,0,740,"My review of the M4 Max MacBook Pro

If you'd like to support the channel, consider a Dave2D membership by clicking the “Join” button above!

http://twitter.com/Dave2D
http://www.instagram.com/Dave2D
https://discord.gg/Dave2D",https://i.ytimg.com/vi/b4x8boB2KdI/hqdefault.jpg
@Dave2D,qExcc92zHfo,M4 Mac Mini Review - Apple NAILED It.,2024-11-07T14:00:49Z,PT10M35S,812313,24210,0,1526,"My review of the M4 Mac Mini from Apple

If you'd like to support the channel, consider a Dave2D membership by clicking the “Join” button above!

http://twitter.com/Dave2D
http://www.instagram.com/Dave2D
https://discord.gg/Dave2D

Purchases made from store links may give me some money. 
(It doesn’t cost you extra, so please buy everything)
Follow me:
http://twitter.com/Dave2D
http://www.instagram.com/Dave2D",https://i.ytimg.com/vi/qExcc92zHfo/hqdefault.jpg
@Dave2D,1rJa-0YOkwk,"The Tiny Apple ""Phone""",2024-11-02T18:14:46Z,PT6M13S,447002,15336,0,905,"Thoughts on the TinyPod
More info - https://thetinypod.com/

If you'd like to support the channel, consider a Dave2D membership by clicking the “Join” button above!

http://twitter.com/Dave2D
http://www.instagram.com/Dave2D
https://discord.gg/Dave2D",https://i.ytimg.com/vi/1rJa-0YOkwk/hqdefault.jpg
@Dave2D,tYJWcs-qnAc,"My iPhone 16 / Pro / Max ""Review""",2024-09-18T12:40:03Z,PT12M56S,1186590,25653,0,2656,"A ""review"" of Apple's  iPhone 16 / Plus and iPhone 16 Pro / Max.
With battery and performance benchmarks
Protect - www.dbrand.com/prism 

If you'd like to support the channel, consider a Dave2D membership by clicking the “Join” button above!

http://twitter.com/Dave2D
http://www.instagram.com/Dave2D
https://discord.gg/Dave2D",https://i.ytimg.com/vi/tYJWcs-qnAc/hqdefault.jpg
@Dave2D,1OHZTFseggA,Apple Watch Series 10 + NEW Ultra Review,2024-09-17T12:01:59Z,PT10M52S,390679,11154,0,807,"My review of Apple Watch Series 10 and a look at the Black Ultra 2

If you'd like to support the channel, consider a Dave2D membership by clicking the “Join” button above!

http://twitter.com/Dave2D
http://www.instagram.com/Dave2D
https://discord.gg/Dave2D",https://i.ytimg.com/vi/1OHZTFseggA/hqdefault.jpg
@MaryBautista,CHv-oKQcjF8,iPad Mini 7 Review: A MONTH LATER!,2024-11-15T10:00:12Z,PT12M45S,29410,516,0,90,"Download the Home Credit App here: https://hcph.info/mary_bautista

For as low as 0% interest sa mga gadgets and appliances! 🫡
-
Product Mentioned: https://beyondthebox.ph/products/ipad-mini-a17-pro-l2024

Follow me here!
Instagram: https://www.instagram.com/marybautistayt/
Facebook Page: http://www.facebook.com/marybautistayt/
Facebook Group: https://bit.ly/TechGirlMary
Tiktok: https://www.tiktok.com/@marybautistayt
Threads: https://www.threads.net/@marybautistayt

Email me for BUSINESS: inquiry@marybautista.com

Chapters
0:00 Intro
2:48 Quick Unboxing
4:25 Ultraportable Design
5:45 Liquid Retina Display
7:37 Powered by A17 Pro
9:46 Battery Life
11:11 Final Thoughts",https://i.ytimg.com/vi/CHv-oKQcjF8/hqdefault.jpg
@MaryBautista,9a42bdlFRxM,Tecno SPARK 30 Review: The GOOD and the BAD!,2024-11-06T11:00:10Z,PT10M19S,48742,635,0,41,"Follow me here!
Instagram: https://www.instagram.com/marybautistayt/
Facebook Page: http://www.facebook.com/marybautistayt/
Facebook Group: https://bit.ly/TechGirlMary
Tiktok: https://www.tiktok.com/@marybautistayt
Threads: https://www.threads.net/@marybautistayt

Email me for BUSINESS: inquiry@marybautista.com

Chapters
0:00 Intro
1:38 First-Look & Unboxing
3:10 Tranformers Edition
4:51 FHD+ Display
6:08 Overall Performance
6:59 64MP Main Camera
9:26 Final Thoughts",https://i.ytimg.com/vi/9a42bdlFRxM/hqdefault.jpg
@MaryBautista,pk9RKCRdWyc,HP EliteBook 840 G11 16”: BIG AND POWERFUL!,2024-10-31T05:00:29Z,PT7M56S,9820,257,0,44,"Watch how the EliteBook 840 G11’s features address industry professionals’ diverse and challenging needs for power, security, and tool collaborations—all optimized for multitasking and elevated by advanced AI capabilities. 

Get yours now:
https://bit.ly/HP_EliteBookSeries 

#HPEliteBook840G11 #IntelCoreUltra
-
Follow me here!
Instagram: https://www.instagram.com/marybautistayt/
Facebook Page: http://www.facebook.com/marybautistayt/
Facebook Group: https://bit.ly/TechGirlMary
Tiktok: https://www.tiktok.com/@marybautistayt
Threads: https://www.threads.net/@marybautistayt

Email me for BUSINESS: inquiry@marybautista.com

Chapters
0:00 Intro
1:35 For the Business Pros
5:39 Security & Privacy
6:12 Battery Life
7:14 Final Thoughts",https://i.ytimg.com/vi/pk9RKCRdWyc/hqdefault.jpg
@MaryBautista,H17T4dH7-W0,Infinix HOT 50 Pro+ Review: THE SLIMMEST GAMING PHONE?!,2024-10-28T12:19:15Z,PT11M10S,137493,2399,0,295,"Where to get it:
HOT 50 Pro+
SRP: 8,499
TTS Promo Price: 7,299
TT: https://bit.ly/48qXVoB

HOT 50
SRP: 6,999
TTS Promo Price: 5,999
TT: https://bit.ly/3C2UZm9

Free shipping exclusively on TikTok Shop this October 29, 2024.

Follow me here!
Instagram: https://www.instagram.com/marybautistayt/
Facebook Page: http://www.facebook.com/marybautistayt/
Facebook Group: https://bit.ly/TechGirlMary
Tiktok: https://www.tiktok.com/@marybautistayt
Threads: https://www.threads.net/@marybautistayt

Email me for BUSINESS: inquiry@marybautista.com

Chapters
0:00 Intro
0:52 First-Look & Impressions
1:40 Slimmest Phone?!
4:53 3D-Curved AMOLED Display
6:52 Slimmest Budget Gaming Phone?
8:32 Triple Cameras?
9:47 Official Pricing",https://i.ytimg.com/vi/H17T4dH7-W0/hqdefault.jpg
@MaryBautista,8AuAv0eQlBI,Apple Watch Series 10 Quick Review: DON'T BUY... YET!,2024-10-20T02:00:05Z,PT10M42S,24102,282,0,52,"Follow me here!
Instagram: https://www.instagram.com/marybautistayt/
Facebook Page: http://www.facebook.com/marybautistayt/
Facebook Group: https://bit.ly/TechGirlMary
Tiktok: https://www.tiktok.com/@marybautistayt
Threads: https://www.threads.net/@marybautistayt

Email me for BUSINESS: inquiry@marybautista.com

Chapters
0:00 Intro
1:30 Case Size
2:38 What else is new?
4:57 Sleep Apnea
7:11 Fastest-Charging Apple Watch
8:51 Is this the perfect smartwatch for you?",https://i.ytimg.com/vi/8AuAv0eQlBI/hqdefault.jpg
@JerryRigEverything,FZzZatxb9KQ,NEW iPhone 16 Durability Test! - They hid all the good stuff...,2024-11-08T14:47:00Z,PT6M24S,904590,39669,0,22711,"It is time to durability test the regular iPhone 16. Its blue this year! Discover the power of fast-charging revolution with @EcoFlowTech's RAPID Magnetic Power Bank! (5000mAh): https://bit.ly/3NJFDFx  Use my code 24EFBFJRE to get an extra 7% off all Black Friday deals (Except flash sale products and recommended accessories). Valid until Dec 2nd.  EcoFlow Website: https://bit.ly/4fvxd13  EcoFlow Amazon: https://amzn.to/4feiFCN

The new iPhone this year is very similar to the last years iPhone - but whats new? The iPhone 16 has two cameras on the back and an aluminum frame. Today we are going to see how well that frame and Apples 2nd generation ceramic shield glass can handle the stress of every day life. This is an iPhone 16 durability test! And apple has recycled more than one thing this time.",https://i.ytimg.com/vi/FZzZatxb9KQ/hqdefault.jpg
@JerryRigEverything,PIun_aBsRMA,The Tri Folding Phone Durability Test! - someone has to try...,2024-10-26T13:47:00Z,PT11M41S,2298134,98020,0,7226,"The Triple Folding Smartphone From Huawei is here to be tested. Get a 4-week trial, free postage, and a digital scale at https://www.stamps.com/jerryrig. Thanks to Stamps.com for sponsoring the show! Folding smartphones and their soft flexible screens have been around for about 5 years now. Samsung has a few folding phones, Google has their Pixel fold. And now Huawei has the worlds first triple fold smartphone that is about the same size as an iPad. 
Today we are going to durability test the new tri fold smart phone called the Huawei Mate XT Ultimate Design and see how well it can hold up to every day life.",https://i.ytimg.com/vi/PIun_aBsRMA/hqdefault.jpg
@JerryRigEverything,IFthVfjoVOc,The Gaming Pad from 2030 just arrived today...,2024-10-11T15:49:09Z,PT7M23S,1389383,57128,0,23622,"The brand new Red Magic NOVA just arrived. With an internal RGB cooling fan and some specs that rival Apple's iPad Pro - its time to take a look at what Red Magic has to offer. Starting at $500 bucks - current pricing can be found here: https://na.redmagic.gg/pages/redmagic-nova-gaming-tablet

Red Magic sent me TWO of these tablets - one to teardown and one to give away - just make sure you're subscribed and leave a comment and Ill select one random winner in the comments by October 20th 2024.

What is your favorite mobile game?!",https://i.ytimg.com/vi/IFthVfjoVOc/hqdefault.jpg
@JerryRigEverything,VS66VOUmoKQ,The Scratchable Truth about BLACK TITANIUM Apple Watch Ultra 2,2024-10-05T14:08:00Z,PT5M14S,1014202,50527,0,10420,"Does the new Black Titanium Apple Watch Ultra 2 Scratch as easy as the old Jet Black iPhone 7? There is only one way to find out. Watch the original JET BLACK iPhone 7 video from 8 years ago here: https://youtu.be/8Hya-sd4sWY?si=5zl3-t8juo54qot5

And grab a JerryRigKnife HERE: https://www.JerryRigKnife.com",https://i.ytimg.com/vi/VS66VOUmoKQ/hqdefault.jpg
@JerryRigEverything,qYztDs8vPBg,iPhone 16 Pro MAX Durability Test - Apple tried hard this year...,2024-09-21T02:16:00Z,PT8M7S,3394957,109286,0,5192,"Today we durability test the new iPhone 16 Pro Max. Get protection for your iPhone HERE: http://dbrand.com/prism/iphone-16 The new iPhones are always an anticipated smartphone release. This year though - it appears that Apple has hyped up some rather minimal changes, and not even released the bulk of those at launch *cough* Apple Intelligence *cough* Hopefully this helps satisfy any fears of the new iPhone 16 pro max not being durable. Its a solid device. However - I still recommend getting a case. How durable is the iPhone 16 Pro? The answer is here. 

Watch me extract the titanium from the iPhone 15 Pro max here: https://youtu.be/PNLEXAwpCsE?si=cdFUJUbht4hDcHv1",https://i.ytimg.com/vi/qYztDs8vPBg/hqdefault.jpg
@ThisIsTechToday,CwaZ47RUjoU,AUDIO ENGINEER Reviews the APPLE AIRPODS 4,2024-11-02T13:00:20Z,PT11M22S,21886,445,0,95,"In this in-depth review, I test the new Apple AirPods 4 ANC from an audio engineer’s perspective, comparing them directly with the AirPods 3 and AirPods Pro 2. We’ll dive into sound quality, mic performance, active noise cancellation (ANC), and design to see if the AirPods 4 is the best earbud of 2024. Don’t miss our mic samples and sound tests to determine which model delivers top-tier audio quality!  🤖 Get a dbrand Grip Case for your AirPods or Phone: https://myte.ch/YqpWP (ad)

In-scene Media brought to you by Audible.

LINKS TO BUY
▶ Apple AirPods 4 with ANC: https://geni.us/zDEfT
▶ Apple AirPods Pro 2 USB-C: https://geni.us/xjnb
*Most of these links are affiliate links

WATCH MORE
▶ VLOG filmed entirely on the iPhone 16 Pro Max: https://youtu.be/TJqTr8_w588
▶ Playlist of all of my audio reviews: https://www.youtube.com/playlist?list=PLCwuVhejHgtjQmUvHCCpsoxiKHwddyZKs
▶ Shokz OpenRun Pro 2: https://youtu.be/pBtbcp7jfR0 
▶ Nothing Ear review and comparison: https://youtu.be/iXnveSlOAFM
▶ Samsung Galaxy Buds3 Pro Review: https://youtu.be/-oS7RhrIFSA

CHANNEL MEMBERSHIP
Gain access to exclusive content like custom EQ for earbuds and headphones, BTS, extra content, and more ▶ https://www.youtube.com/thisistechtoday/join

FOLLOW
▶ Discord - https://myte.ch/discord
▶ Twitter - https://twitter.com/thisistechtoday
▶ Instagram - https://instagram.com/thisistechtoday
▶ TikTok - https://tiktok.com/@thisistechtoday
▶ Facebook - https://facebook.com/thisistechtoday
▶ Website - http://www.thisistechtoday.com

MY TECH
▶ The Mic I use in the STUDIO: https://myte.ch/studiomic
▶ The ON-CAMERA mic I use while on the go: https://myte.ch/oncammic
▶ Where I got my Wood Slat Walls:  https://myte.ch/slatwalls
▶ The Music I use - https://myte.ch/musicbed
▶ The #1 tool I use as a YouTuber - https://www.tubebuddy.com/thisistechtoday
▶ My Amazon Storefront - https://myte.ch/amazon
▶ This video is proudly edited using Blackmagic Davinci Resolve (FREE): https://myte.ch/davinciresolve

BUSINESS & SPONSORSHIPS ▶ business -at- ricebowlmedia.com

WANT TO SEND ME SOMETHING?
This is Tech Today
4261 E University Dr #30-200
Prosper TX, 75078
 
CHAPTERS
0:00 Intro
0:18 Hardware, Design, Fit, and Interactions
2:40 Battery and Connectivity
4:29 Microphones and Tests
6:04 ANC and Transparency
8:16 Audio Quality
9:33 Are the Apple AirPods 4 For You?
10:19 Are the Apple AirPods 4 For me?
11:01 Disclosures

#AriPods4 #appleAirPods #AppleAirPods4

DISCLOSURES
As an Amazon Associate, I earn from qualifying purchases. I utilize affiliate links and may receive a commission from them. At times, I may receive items for review from various brands. Despite that, I promise to always provide an honest and unbiased review because you deserve the best.

All sponsorships will be clearly stated because transparency, integrity, and trust are essential to me. It is also a part of FTC law. We would never accept payment from a company to make harmful content about another company. You're just upset you didn't hear what you wanted to hear.

Any discussion, comments, opinions, etc., regarding anything financial or business-related should not be construed as financial advice.

Please find out more about our ethics policy and what investments: *coming soon.*",https://i.ytimg.com/vi/CwaZ47RUjoU/hqdefault.jpg
