video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_thumbnail,collection_date,video_view_count,video_comment_count,video_like_count,video_dislike_count
https://www.youtube.com/watch?v=y5rCUK8KmhQ,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1712869250.0,Sony ULT Wear and WH-1000XM5 Reviewed &amp; Compared by an AUDIO ENGINEER,The Sony ULT Wear is a new pair of wireless Bluetooth headphones by Sony. It doesn't replace the Sony WH-1000XM5 but is a ...,,https://i.ytimg.com/vi/y5rCUK8KmhQ/hqdefault.jpg,2024-11-13 11:09:50.700897,329941,625,7030,
https://www.youtube.com/watch?v=ThmKbekcisg,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1727550032.0,AUDIO ENGINEER Reviews the Nothing Ear (Open) Headphones,The Nothing Ear (open) is an outer-ear open-ear earbud designed for those who don't like having earbuds in their ears. It helps ...,,https://i.ytimg.com/vi/ThmKbekcisg/hqdefault.jpg,2024-11-13 11:09:50.700948,46793,103,952,
https://www.youtube.com/watch?v=gPkxuSnXmb8,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1690743608.0,The DEFINITIVE Sony WF-1000XM5 Review &amp; Comparison by an AUDIO ENGINEER,"As an Audio Engineer, this is the definitive, in-depth, and experiential review of the Sony WF-1000XM5 and a comparison with the ...",,https://i.ytimg.com/vi/gPkxuSnXmb8/hqdefault.jpg,2024-11-13 11:09:50.701001,354397,988,10338,
https://www.youtube.com/watch?v=Go8361YJe_o,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1671400808.0,The Year’s BEST Wireless ANC Headphones Reviewed &amp; Compared by An Audio Engineer,The Focal Bathys Wireless ANC Bluetooth is the answer to an Audiophile Hi-Fi version of the Apple AirPods Max. As an Audio ...,,https://i.ytimg.com/vi/Go8361YJe_o/hqdefault.jpg,2024-11-13 11:09:50.701149,227432,701,5914,
https://www.youtube.com/watch?v=lPmjBI5QRGY,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1718564407.0,The DEFINITIVE Sonos Ace Review by an AUDIO ENGINEER,"The Sonos Ace is the first pair of Bluetooth headphones from the popular soundbar and speaker maker. As an audio engineer, ...",,https://i.ytimg.com/vi/lPmjBI5QRGY/hqdefault.jpg,2024-11-13 11:09:50.701199,56206,246,1511,
https://www.youtube.com/watch?v=yiWdMhEYz1c,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1714503649.0,AUDIO ENGINEER Reviews the BEATS SOLO 4 and Tests it Against the BEATS STUDIO PRO,The Beats Solo 4 is the long-awaited follow-up to the Beats Solo 3 and amongst the new releases like the Beats Studio Pro. In this ...,,https://i.ytimg.com/vi/yiWdMhEYz1c/hqdefault.jpg,2024-11-13 11:09:50.701248,82494,212,1545,
https://www.youtube.com/watch?v=iXnveSlOAFM,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1714244436.0,"The DEFINITIVE REVIEW of the Nothing Ear (2024), Ear (a), and Ear (2) Compared by an AUDIO ENGINEER","The New Nothing Ear (2024) and Nothing Ear (a) are the latest wireless Bluetooth Earbuds from Nothing, but how do they ...",,https://i.ytimg.com/vi/iXnveSlOAFM/hqdefault.jpg,2024-11-13 11:09:50.701298,223278,463,4567,
https://www.youtube.com/watch?v=qcURNxzORuM,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1719082842.0,AUDIO ENGINEER Reviews the tiny BEATS SOLO BUDS,"The Beats Solo Buds are a new addition to the Beats by Dre lineup with a shockingly small and light form factor, a unique ...",,https://i.ytimg.com/vi/qcURNxzORuM/hqdefault.jpg,2024-11-13 11:09:50.701323,71094,143,1061,
https://www.youtube.com/watch?v=I6FQrWE2NfI,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1713207619.0,Nothing Ear (2024) &amp; Nothing Ear (a): Sound Review by an Audiophile and Audio Engineer,Ensure you have the best password and personal information security and health with a password manager by 1Password: ...,,https://i.ytimg.com/vi/I6FQrWE2NfI/hqdefault.jpg,2024-11-13 11:09:50.701347,80369,228,1829,
https://www.youtube.com/watch?v=hBeAVKB2hAc,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1665954312.0,The DEFINITIVE Apple AIRPODS PRO 2 REVIEW by an AUDIO ENGINEER,After the launch of the original Apple AirPods Pro the consumer audio and Wireless Bluetooth Earbuds with ANC (Active Noise ...,,https://i.ytimg.com/vi/hBeAVKB2hAc/hqdefault.jpg,2024-11-13 11:09:50.701373,315440,704,11064,
https://www.youtube.com/watch?v=DAm4jcrLC8U,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1653251408.0,THE DEFINITIVE Sony LINKBUDS S Review &amp; Comparison by an AUDIO ENGINEER,"As an Audio Engineer, this is the definitive, in-depth, and experiential review of the Sony LinkBuds S and a comparison with the ...",,https://i.ytimg.com/vi/DAm4jcrLC8U/hqdefault.jpg,2024-11-13 11:09:50.701447,755124,1568,21781,
https://www.youtube.com/watch?v=VeFA4ZXqbSM,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1708023631.0,24+ Good and Bad Things About the Samsung Galaxy S24 Ultra (Review),"The Samsung Galaxy S24 Ultra is an amazing smartphone, but no smartphone is perfect. In this review, I share my top 24+ Good ...",,https://i.ytimg.com/vi/VeFA4ZXqbSM/hqdefault.jpg,2024-11-13 11:09:50.701471,30617,197,786,
https://www.youtube.com/watch?v=Kw2SApuwhWk,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1723748421.0,ASUS VivoBook S15 Snapdragon X Elite Review - Windows Laptops Are Finally Good!,"The ASUS VivoBook S15 Laptop is a Microsoft Copilot+PC powered by the Snapdragon X Elite ARM processor, and it may be the ...",,https://i.ytimg.com/vi/Kw2SApuwhWk/hqdefault.jpg,2024-11-13 11:09:50.701719,14585,50,256,
https://www.youtube.com/watch?v=lS3YCQ3gi4E,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,1719774038.0,AUDIO ENGINEER Reviews &amp; Tests the Beats Pill (2024) vs. Sony ULT Field 1,"The New 2024 Beats PIll is the latest Bluetooth Speaker by Beats by Dre, but how does it compare with the Sony ULT Field 1 ...",,https://i.ytimg.com/vi/lS3YCQ3gi4E/hqdefault.jpg,2024-11-13 11:09:50.701843,92454,217,1903,
https://www.youtube.com/watch?v=5fjaPDIpQRA,Chigz Tech Reviews,UC-v54XQalOcx5yco3aTixrg,1716062408.0,Kinhank G1 Review - S905X4 - Android TV - DOLBY VISION - Any good?,Experience the ultimate entertainment upgrade with the Kinhank G1 streaming box! This powerful device boasts a quad-core ...,,https://i.ytimg.com/vi/5fjaPDIpQRA/hqdefault.jpg,2024-11-13 11:09:53.940890,19151,93,483,
https://www.youtube.com/watch?v=w9EbwjnpKaA,Chigz Tech Reviews,UC-v54XQalOcx5yco3aTixrg,1729886095.0,Powerful GEEKOM GT13 Pro Mini Gaming PC Review - CORE i9 (13900H) - Any Good?,GEEKOM GT13 Pro ✓ Official: https://bit.ly/3NmDLma ✓ US: https://amzn.to/4hlVrMs --- ▶️ TV Box Chart: https://bit.ly/41NAS3W ...,,https://i.ytimg.com/vi/w9EbwjnpKaA/hqdefault.jpg,2024-11-13 11:09:53.940974,3836,9,171,
https://www.youtube.com/watch?v=AKNSgv0LDyA,Chigz Tech Reviews,UC-v54XQalOcx5yco3aTixrg,1709591965.0,Powerful UGOOS AM8 Pro Review:  4K Android TV Box | S928XJ | 8GB+64GB - Any Good?,Check out our review of the powerful Ugoos AM8 Pro Android 4K TV Box with 8GB of RAM and 64GB of storage. Is it worth it?,,https://i.ytimg.com/vi/AKNSgv0LDyA/hqdefault.jpg,2024-11-13 11:09:53.941179,12833,74,313,
https://www.youtube.com/watch?v=X51Z9diMXc8,Chigz Tech Reviews,UC-v54XQalOcx5yco3aTixrg,1727633937.0,JMGO N1S Pro 4K Review: Epic 4K Clarity and Performance!,"Experience epic 4K clarity and performance with the JMGO N1S Pro 4K laser projector! In this review, we'll take a closer look at ...",,https://i.ytimg.com/vi/X51Z9diMXc8/hqdefault.jpg,2024-11-13 11:09:53.941284,7046,22,195,
